c101.txt	407	0.009065	19.0582	0.001604	19.0687	2178	2178	38
c102.txt	407	0.010259	18.7226	0.00221	18.7349	1752.22	1734.69	27
C1_10_1.txt	4776	0.10732	147.433	0.009806	147.549	199856	199856	478
C1_10_2.txt	4776	0.097284	139.328	0.013617	139.438	157685	157552	377
C1_2_1.txt	750	0.021095	32.8388	0.002448	32.8621	10525.7	10525.7	92
C1_2_2.txt	750	0.022058	31.7212	0.003083	31.7461	8297.26	8275.5	72
C1_4_1.txt	1477	0.043483	60.4871	0.004336	60.5342	30234.8	30234.8	187
C1_4_2.txt	1477	0.043486	58.6564	0.005791	58.7051	24417.7	24366	148
C1_8_1.txt	3514	0.080782	116.627	0.007805	116.714	119967	119967	394
C1_8_2.txt	3514	0.080731	112.392	0.010723	112.482	92494.5	92418.9	306
c203.txt	470	0.011449	17.7519	0.00423	17.7675	2065.09	2028.21	24
c204.txt	470	0.01121	17.171	0.009764	17.1918	1348.53	1278.81	13
C2_10_3.txt	5822	0.095142	132.154	0.03522	132.284	85001.9	84360.1	231
C2_10_4.txt	5822	0.096925	126.837	0.120533	127.054	50226.3	49019.9	123
C2_2_4.txt	1053	0.021298	29.4793	0.021729	29.5221	3929.34	3748.01	28
C2_2_5.txt	1053	0.02107	31.1597	0.004824	31.1854	6238.22	6178.34	53
C2_4_3.txt	1960	0.043967	56.319	0.015651	56.3782	14426.9	14252.4	92
C2_4_4.txt	1960	0.044911	54.2624	0.062554	54.3696	9096.23	8607.32	47
C2_8_3.txt	4701	0.081235	106.866	0.026786	106.973	53884.9	53345.1	184
C2_8_4.txt	4701	0.078814	101.653	0.096553	101.828	30793.8	29605	96
r105.txt	528	0.010366	18.5454	0.001167	18.5568	2423.47	2417.34	39
r106.txt	528	0.011286	18.0678	0.001727	18.0807	2180.74	2157.58	31
R1_10_5.txt	9929	0.096637	143.16	0.007519	143.262	190384	190340	472
R1_10_6.txt	9929	0.096655	137.473	0.012995	137.582	145143	144735	350
R1_2_1.txt	1294	0.021951	32.8757	0.001802	32.899	11200.5	11200.5	95
R1_2_2.txt	1294	0.022992	31.7207	0.002783	31.7462	9185.25	9104.05	74
R1_4_1.txt	2481	0.043041	61.3691	0.002997	61.4144	32028.7	32028.7	205
R1_4_2.txt	2481	0.043699	58.49	0.005136	58.5383	23892	23770.4	148
R1_8_5.txt	7166	0.080084	115.325	0.006048	115.41	120380	120358	370
R1_8_6.txt	7166	0.079469	111.327	0.011169	111.417	97290	97056.9	292
r207.txt	528	0.009951	17.1742	0.00788	17.1919	1395.99	1276.33	13
r208.txt	528	0.010315	16.803	0.05139	16.8647	1015.94	914.792	6
R2_10_7.txt	9929	0.097923	131.226	0.035099	131.359	95063.5	93851.8	218
R2_10_8.txt	9929	0.097196	125.602	0.201425	125.9	52366.4	49969.4	103
R2_2_4.txt	1294	0.021231	29.1637	0.040122	29.2249	3703.2	3464.73	19
R2_2_5.txt	1294	0.021467	31.4825	0.002471	31.5062	8784.78	8765.58	67
R2_4_3.txt	2481	0.04328	55.3836	0.022062	55.4486	14750.7	14499.5	84
R2_4_4.txt	2481	0.041646	53.4943	0.051045	53.5867	9956.03	9423.06	44
R2_8_7.txt	7166	0.079202	105.232	0.030885	105.341	57952.2	57087.3	159
R2_8_8.txt	7166	0.081886	101.343	0.110153	101.534	34404.1	33146	78
rc101.txt	545	0.011585	18.347	0.001291	18.3597	2790.61	2773.13	37
rc102.txt	545	0.011503	18.0852	0.001528	18.0981	2540.5	2507.68	31
RC1_10_10.txt	8206	0.100763	132.398	0.028542	132.526	104969	104621	246
RC1_10_9.txt	8206	0.095471	133.408	0.023473	133.526	111607	111317	266
RC1_2_1.txt	1157	0.022041	32.0956	0.002986	32.1203	8911.81	8889.23	79
RC1_2_2.txt	1157	0.022105	31.0728	0.005059	31.0998	7277.78	7178.37	58
RC1_4_3.txt	2167	0.044256	55.9109	0.010311	55.965	16968.4	16693	93
RC1_4_4.txt	2167	0.043602	54.3561	0.021801	54.4212	11699.1	11334.1	59
RC1_8_10.txt	5908	0.080176	106.832	0.025332	106.937	66201.1	65870.1	194
RC1_8_9.txt	5908	0.080144	107.566	0.018522	107.664	71388.1	71121.6	212
rc203.txt	545	0.010908	17.323	0.003968	17.3377	1601.48	1553.88	15
rc204.txt	545	0.011016	16.9656	0.025947	17.0025	1160.01	1056.19	7
RC2_10_1.txt	8206	0.099908	137.804	0.013343	137.916	148108	148008	358
RC2_10_2.txt	8206	0.09709	133.972	0.021003	134.089	117737	117337	277
RC2_2_4.txt	1157	0.022153	29.0268	0.043826	29.0927	3369.3	3098.74	17
RC2_2_5.txt	1157	0.022956	30.8279	0.005455	30.8561	6732.78	6665.77	53
RC2_4_4.txt	2167	0.042322	53.1269	0.08034	53.2493	8888.7	8478.62	35
RC2_4_5.txt	2167	0.041808	56.2644	0.010908	56.3166	17974.7	17851.4	101
RC2_8_1.txt	5908	0.078934	111.438	0.009621	111.525	95090.4	95009.9	292
RC2_8_2.txt	5908	0.079825	108.107	0.018737	108.205	74229.9	73926.9	220
